Url_path,Thumbnail,Title,Desc
https://www2.hm.com/en_us/productpage.1142908003.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fb2%2Fcd%2Fb2cd65d825dae4bb032c9608957258e752804181.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],Fitted Microfiber T-shirt,Fitted T-shirt in microfiber with narrow trim at neckline.
https://www2.hm.com/en_us/productpage.1113296015.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F24%2F79%2F247906dac3ef37c6aa89c404449649c747ef0243.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],90s Baggy Low Jeans,"5-pocket jeans in non-stretch cotton denim that feels firm at first, softening and relaxing with wear. Loose fit from waist to hip and baggy fit from thigh to hem. Low waist and zip fly with button. Straight, longer legs, designed to fall over foot with a stacking effect. The denim update your wardrobe needs."
https://www2.hm.com/en_us/productpage.1183545003.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F46%2F7b%2F467b4c26bb9598252e695f9eb7797757ae6ab962.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],Rib-knit Top,"Fitted, rib-knit top in a soft viscose blend. Sweetheart neckline, shaped cups, and cap sleeves."
https://www2.hm.com/en_us/productpage.1134735011.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F8d%2F52%2F8d529e328a98ac631ba02110e36974b634d9a0c6.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],Oversized Poplin Shirt,"Oversized shirt in crisp cotton poplin. Button-down collar, buttons at front, patch chest pocket with button, and a yoke at back. Dropped shoulders and long sleeves with button at cuffs. Rounded hem."
https://www2.hm.com/en_us/productpage.0939703055.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Ffe%2Fb8%2Ffeb8823e86f1c9f53637ee7345a0f9834a8c811a.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],V-neck Blouse,"V-neck blouse in woven fabric with a sheen. Collar, buttons at front, and long sleeves with a sleeve placket and button at cuffs. Rounded hem."
https://www2.hm.com/en_us/productpage.1055982001.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fbe%2F6c%2Fbe6cc0cedcaac4de96742bd6059be393e2bd7acd.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],V-neck Linen Jersey T-shirt,Relaxed-fit T-shirt in soft linen jersey. V-neck at front and dropped shoulders.
https://www2.hm.com/en_us/productpage.1181641002.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F38%2F07%2F3807138a4396185f4adcd22f1a334d854d425edf.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],Flared Cargo Pants,"Fitted cargo pants in stretch twill with stitched creases at front. Regular waist, zip fly with button, front pockets with flap, and leg pockets with flap and button. Flared hems."
https://www2.hm.com/en_us/productpage.1198787001.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F96%2F1f%2F961f4348e95eb49a0917777dbdc5809df174f490.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],Bead-embellished T-shirt,"Oversized T-shirt in cotton jersey embellished with pearlescent plastic beads. Round neckline, dropped shoulders, and elbow-length sleeves. Straight-cut hem."
https://www2.hm.com/en_us/productpage.0939703077.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fcb%2F64%2Fcb6479ce032fdce5a24181139f270eea8251fe69.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],V-neck Blouse,"V-neck blouse in woven fabric with a sheen. Collar, buttons at front, and long sleeves with a sleeve placket and button at cuffs. Rounded hem."
https://www2.hm.com/en_us/productpage.1192463002.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fb2%2F10%2Fb21020cd820473c60d7d831ffa2a1ca5133ac9f9.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],Rib-knit Tank Top,"Fitted, rib-knit tank top with a low-cut, round neckline. Ribbing at neckline and armholes."
https://www2.hm.com/en_us/productpage.0939703077.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2Fcb%2F64%2Fcb6479ce032fdce5a24181139f270eea8251fe69.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],V-neck Blouse,"V-neck blouse in woven fabric with a sheen. Collar, buttons at front, and long sleeves with a sleeve placket and button at cuffs. Rounded hem."
https://www2.hm.com/en_us/productpage.1137317001.html,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F42%2Ff9%2F42f9466b911b66f236a7436d21fbc64ab9e9ee83.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],Flared Leggings,Leggings in soft cotton jersey. Wide waist panel and flared hems.
