Url_path,Title,Desc
https://www2.hm.com/en_us/productpage.1195144002.html,Column Skirt,"Flared, ankle-length skirt in softly draped satin. High waist, concealed zipper at one side with hook-and-eye fastener, and overlocked edge at hem. Unlined."
https://www2.hm.com/en_us/productpage.1175864002.html,Oversized Tie-detail Dress,"Oversized, calf-length dress in woven fabric. Low-cut V-neck and narrow drawstrings below bust to tie at sides. Long, voluminous, raglan-cut balloon sleeves with narrow elastic at cuffs. Unlined."
https://www2.hm.com/en_us/productpage.1128821003.html,Rib-knit Half-zip Sweater,"Rib-knit sweater in a soft cotton blend. Stand-up collar, half-zip, and long raglan sleeves. Straight hem with slit at sides."
https://www2.hm.com/en_us/productpage.1176512002.html,Wide-leg Pants,"Dress pants in woven fabric. High waist, zip fly with concealed button and hook-and-eye fastener, and pleats at top. Diagonal side pockets, welt back pockets, and straight, wide legs with creases at front and back."
https://www2.hm.com/en_us/productpage.1162639015.html,Oversized Printed T-shirt,Oversized T-shirt in soft cotton jersey with a printed motif at front. Ribbed neckline and heavily dropped shoulders.
https://www2.hm.com/en_us/productpage.1174999001.html,Satin Bathrobe,"Bathrobe in softly draped satin with a tie belt at waist. Dropped shoulders, long, wide sleeves, and a straight-cut hem."
https://www2.hm.com/en_us/productpage.1122105019.html,Linen-blend Shirt,"Longer, loose-fit shirt in woven fabric made from a cotton and linen blend. Collar, buttons at front, and a patch chest pocket. Dropped shoulders, long sleeves with button at cuffs, and a rounded hem."
https://www2.hm.com/en_us/productpage.1015780017.html,Oversized Printed T-shirt,"Oversized T-shirt in cotton jersey with a printed graphic design. Dropped shoulders and wide, elbow-length sleeves."
https://www2.hm.com/en_us/productpage.1172979002.html,Linen-blend Pull-on Pants,"Loose-fit pants in an airy, woven linen and cotton blend. Elasticized, drawstring waistband, diagonal side pockets, and straight, wide legs."
https://www2.hm.com/en_us/productpage.1161568001.html,Draped Bodycon Dress,"Fitted, calf-length dress in crêped jersey with side-seam gathers for a gently draped effect. Extra-narrow shoulder straps, square neckline, and deep armholes. Lined at top."
https://www2.hm.com/en_us/productpage.1027844034.html,Linen-blend Shirt,"Shirt in an airy, woven linen and cotton blend. Collar, buttons at front, and double-layered yoke at back with box pleat. Open chest pocket, dropped shoulders, and long sleeves with buttons at cuffs. Rounded hem, slightly longer at back."
https://www2.hm.com/en_us/productpage.1133068008.html,Button-front Pants,"Pants in thick jersey. High waist, waistband with concealed elastic, and decorative buttons at front. Straight, wide legs."
https://www2.hm.com/en_us/productpage.1183145002.html,Textured Slip Dress,"Calf-length, flared dress in textured jersey. Extra-narrow shoulder straps, square neckline, and a lower-cut, v-shaped back with a narrow, horizontal strap."
https://www2.hm.com/en_us/productpage.1175931004.html,Drawstring-detail Dress,"Sleeveless, calf-length dress in woven fabric. Narrow, adjustable shoulder straps, low-cut V-neck, and double, extra-narrow drawstrings at waist to tie at sides. Gently flared skirt. Unlined."
https://www2.hm.com/en_us/productpage.1177683006.html,Wrap Dress,"Short dress in a woven viscose blend. Narrow, adjustable shoulder straps, V-neck, and wrapover front with wide ties at one side. Elasticized seam at back of waist. Unlined."
https://www2.hm.com/en_us/productpage.1176430001.html,Muslin Wrap Dress,"Fitted, calf-length dress in soft cotton muslin. V-neck and wrapover front with wide ties at one side and narrow, concealed ties at other side. Gathers over shoulders, long sleeves, and covered elastic at cuffs. Unlined."
https://www2.hm.com/en_us/productpage.1099913013.html,Ribbed Tank Top,"Fitted tank top in soft, ribbed cotton jersey. Wide shoulder straps, round neckline, and narrow cut at top."
https://www2.hm.com/en_us/productpage.1176512001.html,Wide-leg Pants,"Dress pants in woven fabric. High waist, zip fly with concealed button and hook-and-eye fastener, and pleats at top. Diagonal side pockets, welt back pockets, and straight, wide legs with creases at front and back."
https://www2.hm.com/en_us/productpage.1159410009.html,Twill Cargo Pants,"Loose-fit cargo pants in cotton twill. High waist, zip fly with button, and straight legs with a visible seam below knees. Diagonal front pockets, back pockets, and bellows leg pockets."
https://www2.hm.com/en_us/productpage.1091010032.html,Crew-neck Sweatshirt,"Loose-fit, crew-neck sweatshirt in cotton-blend fabric with a printed motif at front and soft, brushed inside. Dropped shoulders, long sleeves, and ribbing at neckline, cuffs, and hem."
https://www2.hm.com/en_us/productpage.1156756006.html,Tie-belt Dress,"Short dress in woven fabric. Round neckline, and opening at top with a concealed button, and 3/4-length raglan balloon sleeves with narrow elastic at cuffs. Narrow, removable tie belt at waist and a gently flared skirt. Unlined."
https://www2.hm.com/en_us/productpage.1198921001.html,Denim cargo trousers,"Loose-fit cargo trousers in denim with a high waist and a zip fly and button. Diagonal front pockets, back pockets and straight legs with bellows pockets and decorative seams."
https://www2.hm.com/en_us/productpage.0871889053.html,Wide High Jeans,"5-pocket jeans in washed cotton denim. High waist, zip fly with button, and straight, wide legs."
https://www2.hm.com/en_us/productpage.1139739006.html,Satin Skirt,"Fitted, calf-length skirt in softly draped satin. Concealed zipper at one side with button. Straight-cut hem."
https://www2.hm.com/en_us/productpage.1067430018.html,Wide Ultra High Jeans,"5-pocket jeans in rigid cotton denim that feels firm at first but then softens and loosens with wear. Wide leg with a regular fit from the waist to the hip and a straight, wide cut from the thigh to the hem. Extra-high waist with a zip fly and button. Regular length, designed to hit the top of the foot with little or no stacking. A denim statement that goes the distance."
https://www2.hm.com/en_us/productpage.1197318001.html,Cargo Pants,"Loose-fit cargo pants in cotton twill. Elasticized, drawstring waistband and mock fly. Diagonal side pockets, patch back pockets with flap, and bellows leg pockets with flap. Straight legs with a visible vertical seam at front and a drawstring at hem."
https://www2.hm.com/en_us/productpage.1178533002.html,Dress with Collar,"Calf-length dress in woven viscose fabric. Collar, V-shaped opening at front, long sleeves, and wide cuffs with slit and button. Gathered seam below hips for added volume. Unlined."
https://www2.hm.com/en_us/productpage.1169910005.html,Oversized Kaftan Dress,"Oversized, ankle-length dress in woven, crêped fabric. V-shaped neckline, buttons at front, and short, wide sleeves. Unlined."
https://www2.hm.com/en_us/productpage.0579541001.html,Fine-knit Cardigan,"Cardigan in a soft, fine-knit viscose blend with buttons at front and ribbing at neckline, cuffs, and hem."
https://www2.hm.com/en_us/productpage.1191089003.html,Knit Bandeau Dress,"Fitted, calf-length bandeau dress in a textured knit with silicone trim inside upper edge to keep dress in place. Straight hem with a slit at one side."
https://www2.hm.com/en_us/productpage.1169739001.html,Printed Racer Jacket,"Loose-fit, lightly padded racer jacket in cotton twill with a printed design. High collar, wind flap at front with snap fasteners, dropped shoulders, and diagonal welt front pockets. Ribbing at cuffs and hem. Lined."
https://www2.hm.com/en_us/productpage.1198921001.html,Denim cargo trousers,"Loose-fit cargo trousers in denim with a high waist and a zip fly and button. Diagonal front pockets, back pockets and straight legs with bellows pockets and decorative seams."
https://www2.hm.com/en_us/productpage.1112962021.html,Parachute Pants,"Relaxed-fit pants in crisp woven fabric with a regular waist. Drawstring at waistband with cord stopper. Diagonal side pockets, mock back pockets with flap, and wide legs with pleats at sides of knees for added volume. Elastic drawstring at hems with cord stopper."
https://www2.hm.com/en_us/productpage.1163471004.html,Printed T-shirt,Loose-fit T-shirt in soft cotton jersey with a printed motif at front. Ribbed crew neck and dropped shoulders.
https://www2.hm.com/en_us/productpage.1170231006.html,T-shirt Dress,"Loose-fit, calf-length T-shirt dress in soft viscose jersey. Slit at back of hem."
https://www2.hm.com/en_us/productpage.1182650004.html,Rib-knit Dress,"Sleeveless, calf-length dress in a soft rib knit with a low-cut, round neckline. Straight hem."
https://www2.hm.com/en_us/productpage.1162785026.html,Oversized Printed T-shirt,Oversized T-shirt in soft cotton jersey with a printed motif at front. Ribbed neckline and dropped shoulders.
https://www2.hm.com/en_us/productpage.1179983003.html,Ruffle-trimmed Cotton Blouse,"Loose-fit blouse in double-weave cotton fabric. Round, ruffle-trimmed neckline, V-shaped opening at front, and cap sleeves. Rounded hem."
https://www2.hm.com/en_us/productpage.1183145004.html,Textured Slip Dress,"Calf-length, flared dress in textured jersey. Extra-narrow shoulder straps, square neckline, and a lower-cut, v-shaped back with a narrow, horizontal strap."
https://www2.hm.com/en_us/productpage.1179949002.html,Tie-detail Double-weave Cotton Dress,"Loose-fit, calf-length dress in textured, double-weave cotton. Round neckline with narrow ties and a V-shaped opening at front. Long, voluminous, raglan-cut balloon sleeves, and narrow cuffs with button. Narrow drawstrings at waist to tie at sides. Unlined."
https://www2.hm.com/en_us/productpage.1175039001.html,Pajama Top and Pants,"Pajama top and pants in soft, woven cotton fabric with lace trim. Sleeveless top with wide shoulder straps and a square neckline. Pants with elasticized, drawstring waistband and straight, wide legs."
https://www2.hm.com/en_us/productpage.1155288005.html,Knot-detail Skirt,"Fitted, calf-length skirt in woven fabric with gathered side seams at top and a decorative knot detail at waist for a gently draped effect. Concealed zipper at back of waistband with button. High slit at front of hem. Unlined."
https://www2.hm.com/en_us/productpage.0996926006.html,Rib-knit Pants,"Ribbed, ankle-length pants in a soft, fine, rib-knit viscose blend. High waist with a waistband and wide legs."
https://www2.hm.com/en_us/productpage.1180285001.html,Wrap-front Jacket Dress,"Short, fitted, sleeveless jacket dress in woven fabric. Shawl collar and a wrapover front with draping at waist, a concealed button at one side, and wide ties at other side. Unlined."
https://www2.hm.com/en_us/productpage.1197830001.html,Mock Turtleneck Tank Top,Fitted tank top in soft jersey with a mock turtleneck. Straight-cut hem.
https://www2.hm.com/en_us/productpage.1049251001.html,Crop Tank Top,"Fitted, crop tank top in ribbed cotton jersey with narrow trim at neckline and armholes."
https://www2.hm.com/en_us/productpage.1163471006.html,Printed T-shirt,Loose-fit T-shirt in soft cotton jersey with a printed motif at front. Ribbed crew neck and dropped shoulders.
https://www2.hm.com/en_us/productpage.1174455002.html,Ribbed Viscose-blend Top,"Long, loose-fit top in a soft, ribbed, viscose-blend knit. Round neckline, long sleeves with a slit at cuffs, and a straight hem with slit at sides."
https://www2.hm.com/en_us/productpage.1072834009.html,Chunky Buckle-detail Loafers,"Loafers with a decorative tab and metal buckle at front. Satin lining and chunky, patterned soles. Sole thickness approx. 1 3/4 in."
https://www2.hm.com/en_us/productpage.1174879001.html,Gathered Cut-out Dress,"Fitted, calf-length dress in shiny jersey with gathered seams for a gently draped effect. Wide shoulder straps, round neckline, and a cut-out section at waist. High slit at one side of hem."
https://www2.hm.com/en_us/productpage.1161568004.html,Draped Bodycon Dress,"Fitted, calf-length dress in crêped jersey with side-seam gathers for a gently draped effect. Extra-narrow shoulder straps, square neckline, and deep armholes. Lined at top."
https://www2.hm.com/en_us/productpage.1170231001.html,T-shirt Dress,"Loose-fit, calf-length T-shirt dress in soft viscose jersey. Slit at back of hem."
https://www2.hm.com/en_us/productpage.1141812008.html,2-pack Crop T-shirts,Fitted crop T-shirts in soft cotton jersey.
https://www2.hm.com/en_us/productpage.1184763004.html,Smocked Off-the-shoulder Top,"Off-the-shoulder crop top in a woven viscose blend. Smocked bodice, long, voluminous sleeves with narrow elastic at cuffs, and ruffle-trimmed upper edge and hem."
https://www2.hm.com/en_us/productpage.1161568002.html,Draped Bodycon Dress,"Fitted, calf-length dress in crêped jersey with side-seam gathers for a gently draped effect. Extra-narrow shoulder straps, square neckline, and deep armholes. Lined at top."
https://www2.hm.com/en_us/productpage.0579541072.html,Fine-knit Cardigan,"Cardigan in a soft, fine-knit viscose blend with buttons at front and ribbing at neckline, cuffs, and hem."
https://www2.hm.com/en_us/productpage.1175048002.html,Crinkled Wrap Dress,"Short dress in crinkled jersey. Low-cut V-neck, sewn wrapover at front, and short, wide sleeves."
https://www2.hm.com/en_us/productpage.0762558269.html,Oversized Printed T-shirt,Oversized T-shirt in soft cotton jersey with a printed graphic design at front. Ribbed crew neck and gently dropped shoulders.
https://www2.hm.com/en_us/productpage.0984902001.html,Hooded Jacket,"Long-sleeved sweatshirt jacket in a soft cotton blend. Lined drawstring hood, zipper at front, and front pockets. Ribbing at cuffs and hem. Soft, brushed inside."
https://www2.hm.com/en_us/productpage.1141525004.html,Tapered Linen-blend Pants,"Ankle-length pants in a woven linen and viscose blend. High waist with zip fly, extended waistband tab with a concealed button and hook-and-eye fastening, and covered elastic at back. Diagonal front pockets, mock welt back pockets, and tapered legs with pleats at top and creases at front and back."
https://www2.hm.com/en_us/productpage.1080623006.html,5-pack Camisole Tops,"Fitted, V-neck camisole tops in soft jersey with narrow shoulder straps."
https://www2.hm.com/en_us/productpage.1002471044.html,Long Printed T-shirt,"Long, relaxed-fit T-shirt in soft cotton jersey with a printed design at front. Ribbed crew neck and dropped shoulders."
https://www2.hm.com/en_us/productpage.1181678003.html,Oversized Off-the-shoulder Dress,"Oversized, off-the-shoulder, calf-length dress in airy, woven, crêped fabric. Elasticized smocking at top, long, voluminous balloon sleeves with narrow elastic at cuffs, and a gathered seam below hip. Unlined."
https://www2.hm.com/en_us/productpage.0935727024.html,Single-breasted Jacket,"Single-breasted jacket in woven fabric. Notched lapels, one button at front, welt front pockets with flap, and decorative buttons at cuffs. Vent at back. Lined in satin made from recycled polyester."
https://www2.hm.com/en_us/productpage.1107363001.html,Dress Pants,"Dress pants in twill with pleats at top. High waist, waistband with covered elastic at back, zip fly with button, and diagonal side pockets. Straight legs."
https://www2.hm.com/en_us/productpage.1174298001.html,Pleated Chiffon Dress,"Sleeveless, calf-length, loose-fit dress in crêped chiffon. Round neckline, concealed button placket, gently dropped shoulders, and a double-layered yoke at back extending over shoulders. Narrow elastic at waist with an extra-narrow drawstring. Gently flared skirt with pleats. Lined."
https://www2.hm.com/en_us/productpage.1091010033.html,Crew-neck Sweatshirt,"Loose-fit, crew-neck sweatshirt in cotton-blend fabric with a printed motif at front and soft, brushed inside. Dropped shoulders, long sleeves, and ribbing at neckline, cuffs, and hem."
https://www2.hm.com/en_us/productpage.1171433001.html,Pajama Shirt and Shorts,"Pajama shirt and shorts in soft jersey with contrasting piped trim. Short-sleeved shirt with a resort collar, buttons at front, gently dropped shoulders, and an open chest pocket. Shorts with covered elastic at waistband."
https://www2.hm.com/en_us/productpage.0939703064.html,V-neck Blouse,"V-neck blouse in woven fabric with a sheen. Collar, buttons at front, and long sleeves with a sleeve placket and button at cuffs. Rounded hem."
https://www2.hm.com/en_us/productpage.1158561004.html,Joggers,"Sweatpant joggers with soft, brushed inside. Covered elastic at waistband, discreet side-seam pockets, and covered elastic at hems."
https://www2.hm.com/en_us/productpage.1175931001.html,Drawstring-detail Dress,"Sleeveless, calf-length dress in woven fabric. Narrow, adjustable shoulder straps, low-cut V-neck, and double, extra-narrow drawstrings at waist to tie at sides. Gently flared skirt. Unlined."
https://www2.hm.com/en_us/productpage.1183545002.html,Rib-knit Top,"Fitted, rib-knit top in a soft viscose blend. Sweetheart neckline, shaped cups, and cap sleeves."
https://www2.hm.com/en_us/productpage.0963662001.html,Cotton T-shirt,Straight-cut T-shirt in soft cotton jersey with ribbed crew neck and gently dropped shoulders.
https://www2.hm.com/en_us/productpage.1157922001.html,Wide-leg Pants,"Loose-fit pants in woven fabric. Drawstring and narrow elastic at waistband, side-seam pockets, and straight, wide legs."
https://www2.hm.com/en_us/productpage.1004271037.html,Printed T-shirt,Relaxed-fit T-shirt in jersey with a printed design at front. Dropped shoulders and ribbed neckline.
https://www2.hm.com/en_us/productpage.1189888001.html,Bow-detail Organza Blouse,"Sleeveless blouse in sheer organza with long, flowing straps forming a voluminous bow on one shoulder. Double-layered stand-up collar with gathers at front and a concealed zipper at back with hook-and-eye fastener. Unlined."
https://www2.hm.com/en_us/productpage.1179983001.html,Ruffle-trimmed Cotton Blouse,"Loose-fit blouse in double-weave cotton fabric. Round, ruffle-trimmed neckline, V-shaped opening at front, and cap sleeves. Rounded hem."
https://www2.hm.com/en_us/productpage.1199288002.html,Crop Top,"Sleeveless crop top in woven fabric. Round neckline, concealed zipper at back, and an elasticized drawstring at hem with cord stoppers."
https://www2.hm.com/en_us/productpage.1191255001.html,Oversized Shirt Dress,"Oversized, calf-length shirt dress in woven, textured fabric. Collar, buttons at front, gently dropped shoulders, and long, voluminous sleeves with button at cuffs. Rounded hem. Unlined."
https://www2.hm.com/en_us/productpage.0903333001.html,Loafers,Loafers with a decorative seam at front. Satin lining and smooth soles. Heel height 1 in.
https://www2.hm.com/en_us/productpage.1135313002.html,Cashmere-blend Sweater,"Loose-fit, knit sweater in a soft wool and cashmere blend. Round, ribbed neckline, dropped shoulders, and long, wide sleeves with wide, ribbing at cuffs. Narrow ribbing at hem."
https://www2.hm.com/en_us/productpage.1183545001.html,Rib-knit Top,"Fitted, rib-knit top in a soft viscose blend. Sweetheart neckline, shaped cups, and cap sleeves."
https://www2.hm.com/en_us/productpage.1184191001.html,Fringe-hem Dress,"Fitted, sleeveless, calf-length dress in soft cotton jersey. Round neckline and a diagonal-cut hem with fringe."
https://www2.hm.com/en_us/productpage.1171979001.html,Printed Pajamas,Pajama set with a T-shirt and shorts in soft jersey with a printed motif. Boxy T-shirt with dropped shoulders and a straight-cut hem with short slit at sides. Shorts with covered elastic at waistband.
https://www2.hm.com/en_us/productpage.1168129006.html,Tie-strap top,"Fitted top in woven fabric with a deep, V-shaped neckline and wide, tie-top shoulder straps. Bust darts and a visible seam down the front and back."
https://www2.hm.com/en_us/productpage.1179983002.html,Ruffle-trimmed Cotton Blouse,"Loose-fit blouse in double-weave cotton fabric. Round, ruffle-trimmed neckline, V-shaped opening at front, and cap sleeves. Rounded hem."
https://www2.hm.com/en_us/productpage.1122105008.html,Linen-blend Shirt,"Longer, loose-fit shirt in woven fabric made from a cotton and linen blend. Collar, buttons at front, and a patch chest pocket. Dropped shoulders, long sleeves with button at cuffs, and a rounded hem."
https://www2.hm.com/en_us/productpage.1190968002.html,Ribbed Tank Top,Fitted tank top in ribbed jersey. V-shaped boning at front for an accentuated sweetheart neckline.
https://www2.hm.com/en_us/productpage.0762470355.html,T-shirt with Motif,Jersey T-shirt with a printed motif.
https://www2.hm.com/en_us/productpage.1058018001.html,V-neck Tunic,"Tunic in woven viscose fabric. Low stand-up collar, V-shaped opening at front, dropped shoulders, and short sleeves. Rounded hem, slightly longer at back. Slit at sides. Unlined."
https://www2.hm.com/en_us/productpage.0996926005.html,Rib-knit Pants,"Ribbed, ankle-length pants in a soft, fine, rib-knit viscose blend. High waist with a waistband and wide legs."
https://www2.hm.com/en_us/productpage.1183532001.html,Lace-back Linen-blend Shirt,"Oversized shirt in an airy, woven linen and cotton blend with a delicate lace back. Collar, concealed buttons at front, dropped shoulders, and long sleeves with button at cuffs."
https://www2.hm.com/en_us/productpage.1177683001.html,Wrap Dress,"Short dress in a woven viscose blend. Narrow, adjustable shoulder straps, V-neck, and wrapover front with wide ties at one side. Elasticized seam at back of waist. Unlined."
https://www2.hm.com/en_us/productpage.1198921003.html,Denim cargo trousers,"Loose-fit cargo trousers in denim with a high waist and a zip fly and button. Diagonal front pockets, back pockets and straight legs with bellows pockets and decorative seams."
https://www2.hm.com/en_us/productpage.1181120001.html,Knee-high Cowboy Boots,"Knee-high cowboy boots with pointed toes, decorative seams, and cowboy heels. Loops at opening. Satin lining and insoles. Heel height 2 in."
https://www2.hm.com/en_us/productpage.0925212017.html,Oxford Shirt,"Relaxed-fit shirt in washed oxford cotton. Collar, buttons at front, and yoke at back with locker loop. Dropped shoulders and long sleeves with buttons at cuffs. Rounded hem, slightly longer at back."
https://www2.hm.com/en_us/productpage.1152458002.html,Baggy Regular Jeans,"Loose-fit, 5-pocket jeans in non-stretch cotton denim. Regular waist, zip fly with button, and dropped gusset. Straight, extra-long legs."
https://www2.hm.com/en_us/productpage.0939703044.html,V-neck Blouse,"V-neck blouse in woven fabric with a sheen. Collar, buttons at front, and long sleeves with a sleeve placket and button at cuffs. Rounded hem."
https://www2.hm.com/en_us/productpage.1198695002.html,Textured Jersey Dress,"Short, loose-fit dress in textured jersey. Low-cut V-neck at front and a low-cut back with narrow, horizontal ties. Dropped shoulders and long balloon sleeves with elastic at cuffs. Narrow, removable tie belt at waist."
https://www2.hm.com/en_us/productpage.0998124014.html,Pleated Skirt,"Calf-length, pleated skirt in woven fabric with a slight sheen. High waist, elasticized waistband, and overlocked hem. Unlined."
https://www2.hm.com/en_us/productpage.1185257001.html,A-line Modal-blend Dress,"Ankle-length dress in woven fabric made from a modal blend. Extra-narrow shoulder straps to tie at back, V-neck at front, and a lower-cut, rounded back with covered elastic at top. A-line skirt with insets for added flare. Unlined."
https://www2.hm.com/en_us/productpage.0992104009.html,Sweatshorts,"Lightweight sweatshorts made from a cotton blend. High waist, covered, elasticized waistband with drawstring, and side pockets."
https://www2.hm.com/en_us/productpage.1169910003.html,Oversized Kaftan Dress,"Oversized, ankle-length dress in woven, crêped fabric. V-shaped neckline, buttons at front, and short, wide sleeves. Unlined."
https://www2.hm.com/en_us/productpage.1171699001.html,Eyelet Embroidery-detail Dress,"Loose-fit, calf-length dress in cotton jersey. Narrow, braided shoulder straps, round, gathered neckline, and a coordinated, braided tie belt at waist. Scalloped hem with contrasting eyelet embroidery."
https://www2.hm.com/en_us/productpage.1185599001.html,Tie-detail Cotton Dress,"Loose-fit, calf-length dress in airy, woven cotton fabric. Round neckline with narrow ties and a V-shaped opening at front. Long, voluminous balloon sleeves, and narrow cuffs with button. Narrow drawstrings at waist to tie at sides. Unlined."
https://www2.hm.com/en_us/productpage.1163273003.html,Oversized Denim Jacket,"Oversized, trucker-style jacket in non-stretch cotton denim. Collar, buttons at front, and yoke at front and back. Chest pockets with flap and button, discreet side pockets, dropped shoulders, and button at cuffs."
https://www2.hm.com/en_us/productpage.1205971003.html,Tank Top,"Loose-fit, racerback tank top in stretch jersey with a low-cut, round neckline."
https://www2.hm.com/en_us/productpage.1058018018.html,V-neck Tunic,"Tunic in woven viscose fabric. Low stand-up collar, V-shaped opening at front, dropped shoulders, and short sleeves. Rounded hem, slightly longer at back. Slit at sides. Unlined."
https://www2.hm.com/en_us/productpage.1176790003.html,Dress with Eyelet Embroidery,"Short dress in airy cotton with eyelet embroidery. Narrow shoulder straps to tie at back, low-cut V-neck, and gathered seam below bust. Partially open back with covered elastic and flared skirt with a scalloped hem. Lined."
https://www2.hm.com/en_us/productpage.1185599003.html,Tie-detail Cotton Dress,"Loose-fit, calf-length dress in airy, woven cotton fabric. Round neckline with narrow ties and a V-shaped opening at front. Long, voluminous balloon sleeves, and narrow cuffs with button. Narrow drawstrings at waist to tie at sides. Unlined."
https://www2.hm.com/en_us/productpage.0694848040.html,2-pack Padded Cotton Bras,"Soft-cup bras in soft cotton jersey. Narrow, adjustable shoulder straps, padded cups for shaping and good support, and hook-and-eye fasteners at back."
https://www2.hm.com/en_us/productpage.0942075020.html,Tie Belt Shirt Dress,"Calf-length dress in woven viscose fabric. Collar, V-neck, and short sleeves. Seam at waist with tie belt, concealed elastic at back of waist, and flared skirt with rounded hem. Unlined."
https://www2.hm.com/en_us/productpage.1203418002.html,Flounced Chiffon Dress,"Short dress in crêped chiffon. Low-cut, flounce-trimmed V-neck at front, extra-narrow ties at front, and vertical flounces at front. Long sleeves with flared cuffs. Unlined."
https://www2.hm.com/en_us/productpage.0979329074.html,Cotton T-shirt,T-shirt in soft cotton jersey with a ribbed crew neck.
https://www2.hm.com/en_us/productpage.1127204003.html,Double-breasted Jacket,"Double-breasted jacket in woven fabric. Notched lapels, buttons at front, and welt front pockets. Shoulder pads and long sleeves. Lined."
https://www2.hm.com/en_us/productpage.1099913002.html,Ribbed Tank Top,"Fitted tank top in soft, ribbed cotton jersey. Wide shoulder straps, round neckline, and narrow cut at top."
https://www2.hm.com/en_us/productpage.0992104045.html,Sweatshorts,"Lightweight sweatshorts made from a cotton blend. High waist, covered, elasticized waistband with drawstring, and side pockets."
https://www2.hm.com/en_us/productpage.1163005002.html,Draped Thong Bodysuit,"Thong bodysuit in shiny jersey with side-seam gathers for a gently draped effect. Extra-narrow shoulder straps, square neckline, and deep armholes. Concealed snap fasteners at gusset. Lined at top."
https://www2.hm.com/en_us/productpage.1198695001.html,Textured Jersey Dress,"Short, loose-fit dress in textured jersey. Low-cut V-neck at front and a low-cut back with narrow, horizontal ties. Dropped shoulders and long balloon sleeves with elastic at cuffs. Narrow, removable tie belt at waist."
https://www2.hm.com/en_us/productpage.1176430002.html,Muslin Wrap Dress,"Fitted, calf-length dress in soft cotton muslin. V-neck and wrapover front with wide ties at one side and narrow, concealed ties at other side. Gathers over shoulders, long sleeves, and covered elastic at cuffs. Unlined."
https://www2.hm.com/en_us/productpage.1163238001.html,Oversized Printed Sweatshirt,"Oversized sweatshirt with a printed design and soft, brushed inside. Round neckline, heavily dropped shoulders, and long sleeves. Ribbing at neckline, cuffs, and hem."
https://www2.hm.com/en_us/productpage.0939703066.html,V-neck Blouse,"V-neck blouse in woven fabric with a sheen. Collar, buttons at front, and long sleeves with a sleeve placket and button at cuffs. Rounded hem."
https://www2.hm.com/en_us/productpage.1036648008.html,Slacks,"Slacks in woven fabric with a regular waist. Concealed elastic at waistband, zip fly with hook-and-eye fastener, side pockets, and mock back pockets. Tapered legs with creases."
https://www2.hm.com/en_us/productpage.1126550006.html,Cotton Tunic Dress,"Knee-length tunic dress in woven cotton fabric. Band collar, V-shaped opening at front with narrow ties at top, and short butterfly sleeves. Gently rounded hem. Unlined."
https://www2.hm.com/en_us/productpage.1138064001.html,Wide-leg Dress Pants,"Dressy, relaxed-fit pants in thick jersey. High waist, concealed, elasticized waistband, mock fly, and welt back pockets. Straight, wide, ankle-length legs with stitched creases at front."
https://www2.hm.com/en_us/productpage.1135874007.html,A-line Dress,"Short, A-line dress in airy, woven fabric. Low-cut V-neck, gathered seam at waist, and long, raglan-cut balloon sleeves with elasticized cuffs. Unlined."
https://www2.hm.com/en_us/productpage.1174298003.html,Pleated Chiffon Dress,"Sleeveless, calf-length, loose-fit dress in crêped chiffon. Round neckline, concealed button placket, gently dropped shoulders, and a double-layered yoke at back extending over shoulders. Narrow elastic at waist with an extra-narrow drawstring. Gently flared skirt with pleats. Lined."
https://www2.hm.com/en_us/productpage.1160706003.html,Cotton Halterneck Dress,"Calf-length dress in woven cotton fabric. Halter neck with a drawstring at front and narrow ties to fasten at back of neck. Fitted bodice with a smocked section at back, seam below bust, and a gently flared skirt. Unlined."
https://www2.hm.com/en_us/productpage.1136437009.html,Oversized Printed T-shirt,Oversized T-shirt in soft cotton jersey with a printed motif at front. Ribbed neckline and heavily dropped shoulders.
https://www2.hm.com/en_us/productpage.1176790001.html,Dress with Eyelet Embroidery,"Short dress in airy cotton with eyelet embroidery. Narrow shoulder straps to tie at back, low-cut V-neck, and gathered seam below bust. Partially open back with covered elastic and flared skirt with a scalloped hem. Lined."
https://www2.hm.com/en_us/productpage.1174455001.html,Ribbed Viscose-blend Top,"Long, loose-fit top in a soft, ribbed, viscose-blend knit. Round neckline, long sleeves with a slit at cuffs, and a straight hem with slit at sides."
https://www2.hm.com/en_us/productpage.0762558273.html,Oversized Printed T-shirt,Oversized T-shirt in soft cotton jersey with a printed graphic design at front. Ribbed crew neck and gently dropped shoulders.
https://www2.hm.com/en_us/productpage.1175848004.html,Pleated Tunic Dress,"Loose-fit, calf-length tunic dress in pleated, woven fabric with a sheen. V-neck and short sleeves. Unlined."
https://www2.hm.com/en_us/productpage.0999727018.html,Ribbed Modal-blend Top,"Fitted top in soft, ribbed cotton and modal jersey. Crew neck and long sleeves."
https://www2.hm.com/en_us/productpage.1163142003.html,Cap-sleeved Top,"Short, fitted top in soft jersey. Low-cut, square neckline, cap sleeves, and a straight-cut hem."
https://www2.hm.com/en_us/productpage.1199731001.html,Flared Skirt,"Long skirt in airy, woven viscose fabric. Concealed zipper at one side and flared hem. Unlined."
https://www2.hm.com/en_us/productpage.1158564002.html,Lace-trimmed Button-top Blouse,"Loose-fit blouse in airy, woven cotton fabric. Lace-trimmed, square neckline at front and back, decorative button placket, and short puff sleeves with ruffle-trimmed cuffs. Narrow elastic at neckline, cuffs, and waist. Flared peplum."
